PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex,Ticket,Cabin,Embarked,Name,Cabin_ticket_list,Cabin_seat_count,Cabin_group,Family_Member_Count,Sex_encoded,Cabin_encoded,Cabin_group_encoded,Embarked_encoded
387,0,3,1.0,5,2,46.9,male,CA 2144,Missing,S,"['goodwin', 'master', 'sidney', 'leonard']",[],0,M,7,1,146,7,2
388,1,2,36.0,0,0,13.0,female,27849,Missing,S,"['buss', 'miss', 'kate']",[],0,M,0,0,146,7,2
389,0,3,28.0,0,0,7.7292,male,367655,Missing,Q,"['sadlier', 'mr', 'matthew']",[],0,M,0,1,146,7,1
390,1,2,17.0,0,0,12.0,female,SC 1748,Missing,C,"['lehmann', 'miss', 'bertha']",[],0,M,0,0,146,7,0
391,1,1,36.0,1,2,120.0,male,113760,B96 B98,S,"['carter', 'mr', 'william', 'ernest']","['B96', 'B98']",2,B,3,1,47,1,2
392,1,3,21.0,0,0,7.7958,male,350034,Missing,S,"['jansson', 'mr', 'carl', 'olof']",[],0,M,0,1,146,7,2
393,0,3,28.0,2,0,7.925,male,3101277,Missing,S,"['gustafsson', 'mr', 'johan', 'birger']",[],0,M,2,1,146,7,2
394,1,1,23.0,1,0,113.275,female,35273,D36,C,"['newell', 'miss', 'marjorie']",['D36'],1,D,1,0,103,3,0
395,1,3,24.0,0,2,16.7,female,PP 9549,G6,S,"['sandstrom', 'mrs', 'hjalmar', 'agnes', 'charlotta', 'bengtsson']",['G6'],1,G,2,0,145,6,2
396,0,3,22.0,0,0,7.7958,male,350052,Missing,S,"['johansson', 'mr', 'erik']",[],0,M,0,1,146,7,2
397,0,3,31.0,0,0,7.8542,female,350407,Missing,S,"['olsson', 'miss', 'elina']",[],0,M,0,0,146,7,2
398,0,2,46.0,0,0,26.0,male,28403,Missing,S,"['mckane', 'mr', 'peter', 'david']",[],0,M,0,1,146,7,2
399,0,2,23.0,0,0,10.5,male,244278,Missing,S,"['pain', 'dr', 'alfred']",[],0,M,0,1,146,7,2
400,1,2,28.0,0,0,12.65,female,240929,Missing,S,"['trout', 'mrs', 'william', 'h', 'jessie', 'l']",[],0,M,0,0,146,7,2
401,1,3,39.0,0,0,7.925,male,STON/O 2. 3101289,Missing,S,"['niskanen', 'mr', 'juha']",[],0,M,0,1,146,7,2
402,0,3,26.0,0,0,8.05,male,341826,Missing,S,"['adams', 'mr', 'john']",[],0,M,0,1,146,7,2
403,0,3,21.0,1,0,9.825,female,4137,Missing,S,"['jussila', 'miss', 'mari', 'aina']",[],0,M,1,0,146,7,2
404,0,3,28.0,1,0,15.85,male,STON/O2. 3101279,Missing,S,"['hakkarainen', 'mr', 'pekka', 'pietari']",[],0,M,1,1,146,7,2
405,0,3,20.0,0,0,8.6625,female,315096,Missing,S,"['oreskovic', 'miss', 'marija']",[],0,M,0,0,146,7,2
406,0,2,34.0,1,0,21.0,male,28664,Missing,S,"['gale', 'mr', 'shadrach']",[],0,M,1,1,146,7,2
407,0,3,51.0,0,0,7.75,male,347064,Missing,S,"['widegren', 'mr', 'carlcharles', 'peter']",[],0,M,0,1,146,7,2
408,1,2,3.0,1,1,18.75,male,29106,Missing,S,"['richards', 'master', 'william', 'rowe']",[],0,M,2,1,146,7,2
409,0,3,21.0,0,0,7.775,male,312992,Missing,S,"['birkeland', 'mr', 'hans', 'martin', 'monsen']",[],0,M,0,1,146,7,2
410,0,3,28.0,3,1,25.4667,female,4133,Missing,S,"['lefebre', 'miss', 'ida']",[],0,M,4,0,146,7,2
411,0,3,28.0,0,0,7.8958,male,349222,Missing,S,"['sdycoff', 'mr', 'todor']",[],0,M,0,1,146,7,2
412,0,3,28.0,0,0,6.8583,male,394140,Missing,Q,"['hart', 'mr', 'henry']",[],0,M,0,1,146,7,1
413,1,1,33.0,1,0,90.0,female,19928,C78,Q,"['minahan', 'miss', 'daisy', 'e']",['C78'],1,C,1,0,78,2,1
414,0,2,28.0,0,0,0.0,male,239853,Missing,S,"['cunningham', 'mr', 'alfred', 'fleming']",[],0,M,0,1,146,7,2
415,1,3,44.0,0,0,7.925,male,STON/O 2. 3101269,Missing,S,"['sundman', 'mr', 'johan', 'julian']",[],0,M,0,1,146,7,2
416,0,3,28.0,0,0,8.05,female,343095,Missing,S,"['meek', 'mrs', 'thomas', 'annie', 'louise', 'rowley']",[],0,M,0,0,146,7,2
417,1,2,34.0,1,1,32.5,female,28220,Missing,S,"['drew', 'mrs', 'james', 'vivian', 'lulu', 'thorne', 'christian']",[],0,M,2,0,146,7,2
418,1,2,18.0,0,2,13.0,female,250652,Missing,S,"['silven', 'miss', 'lyyli', 'karoliina']",[],0,M,2,0,146,7,2
419,0,2,30.0,0,0,13.0,male,28228,Missing,S,"['matthews', 'mr', 'william', 'john']",[],0,M,0,1,146,7,2
420,0,3,10.0,0,2,24.15,female,345773,Missing,S,"['van', 'impe', 'miss', 'catharina']",[],0,M,2,0,146,7,2
421,0,3,28.0,0,0,7.8958,male,349254,Missing,C,"['gheorgheff', 'mr', 'stanio']",[],0,M,0,1,146,7,0
422,0,3,21.0,0,0,7.7333,male,A/5. 13032,Missing,Q,"['charters', 'mr', 'david']",[],0,M,0,1,146,7,1
423,0,3,29.0,0,0,7.875,male,315082,Missing,S,"['zimmerman', 'mr', 'leo']",[],0,M,0,1,146,7,2
424,0,3,28.0,1,1,14.4,female,347080,Missing,S,"['danbom', 'mrs', 'ernst', 'gilbert', 'anna', 'sigrid', 'maria', 'brogren']",[],0,M,2,0,146,7,2
425,0,3,18.0,1,1,20.2125,male,370129,Missing,S,"['rosblom', 'mr', 'viktor', 'richard']",[],0,M,2,1,146,7,2
426,0,3,28.0,0,0,7.25,male,A/4. 34244,Missing,S,"['wiseman', 'mr', 'phillippe']",[],0,M,0,1,146,7,2
427,1,2,28.0,1,0,26.0,female,2003,Missing,S,"['clarke', 'mrs', 'charles', 'v', 'ada', 'maria', 'winfield']",[],0,M,1,0,146,7,2
428,1,2,19.0,0,0,26.0,female,250655,Missing,S,"['phillips', 'miss', 'kate', 'florence', 'mrs', 'kate', 'louise', 'phillips', 'marshall']",[],0,M,0,0,146,7,2
429,0,3,28.0,0,0,7.75,male,364851,Missing,Q,"['flynn', 'mr', 'james']",[],0,M,0,1,146,7,1
430,1,3,32.0,0,0,8.05,male,SOTON/O.Q. 392078,E10,S,"['pickard', 'mr', 'berk', 'berk', 'trembisky']",['E10'],1,E,0,1,115,4,2
431,1,1,28.0,0,0,26.55,male,110564,C52,S,"['bjornstromsteffansson', 'mr', 'mauritz', 'hakan']",['C52'],1,C,0,1,71,2,2
432,1,3,28.0,1,0,16.1,female,376564,Missing,S,"['thorneycroft', 'mrs', 'percival', 'florence', 'kate', 'white']",[],0,M,1,0,146,7,2
433,1,2,42.0,1,0,26.0,female,SC/AH 3085,Missing,S,"['louch', 'mrs', 'charles', 'alexander', 'alice', 'adelaide', 'slow']",[],0,M,1,0,146,7,2
434,0,3,17.0,0,0,7.125,male,STON/O 2. 3101274,Missing,S,"['kallio', 'mr', 'nikolai', 'erland']",[],0,M,0,1,146,7,2
435,0,1,50.0,1,0,55.9,male,13507,E44,S,"['silvey', 'mr', 'william', 'baird']",['E44'],1,E,1,1,128,4,2
436,1,1,14.0,1,2,120.0,female,113760,B96 B98,S,"['carter', 'miss', 'lucile', 'polk']","['B96', 'B98']",2,B,3,0,47,1,2
437,0,3,21.0,2,2,34.375,female,W./C. 6608,Missing,S,"['ford', 'miss', 'doolina', 'margaret', 'daisy']",[],0,M,4,0,146,7,2
438,1,2,24.0,2,3,18.75,female,29106,Missing,S,"['richards', 'mrs', 'sidney', 'emily', 'hocking']",[],0,M,5,0,146,7,2
439,0,1,64.0,1,4,263.0,male,19950,C23 C25 C27,S,"['fortune', 'mr', 'mark']","['C23', 'C25', 'C27']",3,C,5,1,63,2,2
440,0,2,31.0,0,0,10.5,male,C.A. 18723,Missing,S,"['kvillner', 'mr', 'johan', 'henrik', 'johannesson']",[],0,M,0,1,146,7,2
441,1,2,45.0,1,1,26.25,female,F.C.C. 13529,Missing,S,"['hart', 'mrs', 'benjamin', 'esther', 'ada', 'bloomfield']",[],0,M,2,0,146,7,2
442,0,3,20.0,0,0,9.5,male,345769,Missing,S,"['hampe', 'mr', 'leon']",[],0,M,0,1,146,7,2
443,0,3,25.0,1,0,7.775,male,347076,Missing,S,"['petterson', 'mr', 'johan', 'emil']",[],0,M,1,1,146,7,2
444,1,2,28.0,0,0,13.0,female,230434,Missing,S,"['reynaldo', 'ms', 'encarnacion']",[],0,M,0,0,146,7,2
445,1,3,28.0,0,0,8.1125,male,65306,Missing,S,"['johannesenbratthammer', 'mr', 'bernt']",[],0,M,0,1,146,7,2
446,1,1,4.0,0,2,81.8583,male,33638,A34,S,"['dodge', 'master', 'washington']",['A34'],1,A,2,1,10,0,2
447,1,2,13.0,0,1,19.5,female,250644,Missing,S,"['mellinger', 'miss', 'madeleine', 'violet']",[],0,M,1,0,146,7,2
448,1,1,34.0,0,0,26.55,male,113794,Missing,S,"['seward', 'mr', 'frederic', 'kimber']",[],0,M,0,1,146,7,2
449,1,3,5.0,2,1,19.2583,female,2666,Missing,C,"['baclini', 'miss', 'marie', 'catherine']",[],0,M,3,0,146,7,0
450,1,1,52.0,0,0,30.5,male,113786,C104,S,"['peuchen', 'major', 'arthur', 'godfrey']",['C104'],1,C,0,1,50,2,2
451,0,2,36.0,1,2,27.75,male,C.A. 34651,Missing,S,"['west', 'mr', 'edwy', 'arthur']",[],0,M,3,1,146,7,2
452,0,3,28.0,1,0,19.9667,male,65303,Missing,S,"['hagland', 'mr', 'ingvald', 'olai', 'olsen']",[],0,M,1,1,146,7,2
453,0,1,30.0,0,0,27.75,male,113051,C111,C,"['foreman', 'mr', 'benjamin', 'laventall']",['C111'],1,C,0,1,53,2,0
454,1,1,49.0,1,0,89.1042,male,17453,C92,C,"['goldenberg', 'mr', 'samuel', 'l']",['C92'],1,C,1,1,86,2,0
455,0,3,28.0,0,0,8.05,male,A/5 2817,Missing,S,"['peduzzi', 'mr', 'joseph']",[],0,M,0,1,146,7,2
456,1,3,29.0,0,0,7.8958,male,349240,Missing,C,"['jalsevac', 'mr', 'ivan']",[],0,M,0,1,146,7,0
457,0,1,65.0,0,0,26.55,male,13509,E38,S,"['millet', 'mr', 'francis', 'davis']",['E38'],1,E,0,1,126,4,2
458,1,1,28.0,1,0,51.8625,female,17464,D21,S,"['kenyon', 'mrs', 'frederick', 'r', 'marion']",['D21'],1,D,1,0,97,3,2
459,1,2,50.0,0,0,10.5,female,F.C.C. 13531,Missing,S,"['toomey', 'miss', 'ellen']",[],0,M,0,0,146,7,2
460,0,3,28.0,0,0,7.75,male,371060,Missing,Q,"['oconnor', 'mr', 'maurice']",[],0,M,0,1,146,7,1
461,1,1,48.0,0,0,26.55,male,19952,E12,S,"['anderson', 'mr', 'harry']",['E12'],1,E,0,1,117,4,2
462,0,3,34.0,0,0,8.05,male,364506,Missing,S,"['morley', 'mr', 'william']",[],0,M,0,1,146,7,2
463,0,1,47.0,0,0,38.5,male,111320,E63,S,"['gee', 'mr', 'arthur', 'h']",['E63'],1,E,0,1,133,4,2
464,0,2,48.0,0,0,13.0,male,234360,Missing,S,"['milling', 'mr', 'jacob', 'christian']",[],0,M,0,1,146,7,2
465,0,3,28.0,0,0,8.05,male,A/S 2816,Missing,S,"['maisner', 'mr', 'simon']",[],0,M,0,1,146,7,2
466,0,3,38.0,0,0,7.05,male,SOTON/O.Q. 3101306,Missing,S,"['goncalves', 'mr', 'manuel', 'estanslas']",[],0,M,0,1,146,7,2
467,0,2,28.0,0,0,0.0,male,239853,Missing,S,"['campbell', 'mr', 'william']",[],0,M,0,1,146,7,2
468,0,1,56.0,0,0,26.55,male,113792,Missing,S,"['smart', 'mr', 'john', 'montgomery']",[],0,M,0,1,146,7,2
469,0,3,28.0,0,0,7.725,male,36209,Missing,Q,"['scanlan', 'mr', 'james']",[],0,M,0,1,146,7,1
470,1,3,0.75,2,1,19.2583,female,2666,Missing,C,"['baclini', 'miss', 'helene', 'barbara']",[],0,M,3,0,146,7,0
471,0,3,28.0,0,0,7.25,male,323592,Missing,S,"['keefe', 'mr', 'arthur']",[],0,M,0,1,146,7,2
472,0,3,38.0,0,0,8.6625,male,315089,Missing,S,"['cacic', 'mr', 'luka']",[],0,M,0,1,146,7,2
473,1,2,33.0,1,2,27.75,female,C.A. 34651,Missing,S,"['west', 'mrs', 'edwy', 'arthur', 'ada', 'mary', 'worth']",[],0,M,3,0,146,7,2
474,1,2,23.0,0,0,13.7917,female,SC/AH Basle 541,D,C,"['jerwan', 'mrs', 'amin', 's', 'marie', 'marthe', 'thuillard']",['D'],1,D,0,0,90,3,0
475,0,3,22.0,0,0,9.8375,female,7553,Missing,S,"['strandberg', 'miss', 'ida', 'sofia']",[],0,M,0,0,146,7,2
476,0,1,28.0,0,0,52.0,male,110465,A14,S,"['clifford', 'mr', 'george', 'quincy']",['A14'],1,A,0,1,1,0,2
477,0,2,34.0,1,0,21.0,male,31027,Missing,S,"['renouf', 'mr', 'peter', 'henry']",[],0,M,1,1,146,7,2
478,0,3,29.0,1,0,7.0458,male,3460,Missing,S,"['braund', 'mr', 'lewis', 'richard']",[],0,M,1,1,146,7,2
479,0,3,22.0,0,0,7.5208,male,350060,Missing,S,"['karlsson', 'mr', 'nils', 'august']",[],0,M,0,1,146,7,2
480,1,3,2.0,0,1,12.2875,female,3101298,Missing,S,"['hirvonen', 'miss', 'hildur', 'e']",[],0,M,1,0,146,7,2
481,0,3,9.0,5,2,46.9,male,CA 2144,Missing,S,"['goodwin', 'master', 'harold', 'victor']",[],0,M,7,1,146,7,2
482,0,2,28.0,0,0,0.0,male,239854,Missing,S,"['frost', 'mr', 'anthony', 'wood', 'archie']",[],0,M,0,1,146,7,2
483,0,3,50.0,0,0,8.05,male,A/5 3594,Missing,S,"['rouse', 'mr', 'richard', 'henry']",[],0,M,0,1,146,7,2
484,1,3,63.0,0,0,9.5875,female,4134,Missing,S,"['turkula', 'mrs', 'hedwig']",[],0,M,0,0,146,7,2
485,1,1,25.0,1,0,91.0792,male,11967,B49,C,"['bishop', 'mr', 'dickinson', 'h']",['B49'],1,B,1,1,31,1,0
486,0,3,28.0,3,1,25.4667,female,4133,Missing,S,"['lefebre', 'miss', 'jeannie']",[],0,M,4,0,146,7,2
487,1,1,35.0,1,0,90.0,female,19943,C93,S,"['hoyt', 'mrs', 'frederick', 'maxfield', 'jane', 'anne', 'forby']",['C93'],1,C,1,0,87,2,2
488,0,1,58.0,0,0,29.7,male,11771,B37,C,"['kent', 'mr', 'edward', 'austin']",['B37'],1,B,0,1,25,1,0
489,0,3,30.0,0,0,8.05,male,A.5. 18509,Missing,S,"['somerton', 'mr', 'francis', 'william']",[],0,M,0,1,146,7,2
490,1,3,9.0,1,1,15.9,male,C.A. 37671,Missing,S,"['coutts', 'master', 'eden', 'leslie', 'neville']",[],0,M,2,1,146,7,2
491,0,3,28.0,1,0,19.9667,male,65304,Missing,S,"['hagland', 'mr', 'konrad', 'mathias', 'reiersen']",[],0,M,1,1,146,7,2
492,0,3,21.0,0,0,7.25,male,SOTON/OQ 3101317,Missing,S,"['windelov', 'mr', 'einar']",[],0,M,0,1,146,7,2
493,0,1,55.0,0,0,30.5,male,113787,C30,S,"['molson', 'mr', 'harry', 'markland']",['C30'],1,C,0,1,64,2,2
494,0,1,71.0,0,0,49.5042,male,PC 17609,Missing,C,"['artagaveytia', 'mr', 'ramon']",[],0,M,0,1,146,7,0
495,0,3,21.0,0,0,8.05,male,A/4 45380,Missing,S,"['stanley', 'mr', 'edward', 'roland']",[],0,M,0,1,146,7,2
496,0,3,28.0,0,0,14.4583,male,2627,Missing,C,"['yousseff', 'mr', 'gerious']",[],0,M,0,1,146,7,0
497,1,1,54.0,1,0,78.2667,female,36947,D20,C,"['eustis', 'miss', 'elizabeth', 'mussey']",['D20'],1,D,1,0,96,3,0
498,0,3,28.0,0,0,15.1,male,C.A. 6212,Missing,S,"['shellard', 'mr', 'frederick', 'william']",[],0,M,0,1,146,7,2
499,0,1,25.0,1,2,151.55,female,113781,C22 C26,S,"['allison', 'mrs', 'hudson', 'j', 'c', 'bessie', 'waldo', 'daniels']","['C22', 'C26']",2,C,3,0,62,2,2
500,0,3,24.0,0,0,7.7958,male,350035,Missing,S,"['svensson', 'mr', 'olof']",[],0,M,0,1,146,7,2
501,0,3,17.0,0,0,8.6625,male,315086,Missing,S,"['calic', 'mr', 'petar']",[],0,M,0,1,146,7,2
502,0,3,21.0,0,0,7.75,female,364846,Missing,Q,"['canavan', 'miss', 'mary']",[],0,M,0,0,146,7,1
503,0,3,28.0,0,0,7.6292,female,330909,Missing,Q,"['osullivan', 'miss', 'bridget', 'mary']",[],0,M,0,0,146,7,1
504,0,3,37.0,0,0,9.5875,female,4135,Missing,S,"['laitinen', 'miss', 'kristina', 'sofia']",[],0,M,0,0,146,7,2
505,1,1,16.0,0,0,86.5,female,110152,B79,S,"['maioni', 'miss', 'roberta']",['B79'],1,B,0,0,42,1,2
506,0,1,18.0,1,0,108.9,male,PC 17758,C65,C,"['penasco', 'y', 'castellana', 'mr', 'victor', 'de', 'satode']",['C65'],1,C,1,1,74,2,0
507,1,2,33.0,0,2,26.0,female,26360,Missing,S,"['quick', 'mrs', 'frederick', 'charles', 'jane', 'richards']",[],0,M,2,0,146,7,2
508,1,1,28.0,0,0,26.55,male,111427,Missing,S,"['bradley', 'mr', 'george', 'george', 'arthur', 'brayton']",[],0,M,0,1,146,7,2
509,0,3,28.0,0,0,22.525,male,C 4001,Missing,S,"['olsen', 'mr', 'henry', 'margido']",[],0,M,0,1,146,7,2
510,1,3,26.0,0,0,56.4958,male,1601,Missing,S,"['lang', 'mr', 'fang']",[],0,M,0,1,146,7,2
511,1,3,29.0,0,0,7.75,male,382651,Missing,Q,"['daly', 'mr', 'eugene', 'patrick']",[],0,M,0,1,146,7,1
512,0,3,28.0,0,0,8.05,male,SOTON/OQ 3101316,Missing,S,"['webber', 'mr', 'james']",[],0,M,0,1,146,7,2
513,1,1,36.0,0,0,26.2875,male,PC 17473,E25,S,"['mcgough', 'mr', 'james', 'robert']",['E25'],1,E,0,1,121,4,2
514,1,1,54.0,1,0,59.4,female,PC 17603,Missing,C,"['rothschild', 'mrs', 'martin', 'elizabeth', 'l', 'barrett']",[],0,M,1,0,146,7,0
515,0,3,24.0,0,0,7.4958,male,349209,Missing,S,"['coleff', 'mr', 'satio']",[],0,M,0,1,146,7,2
516,0,1,47.0,0,0,34.0208,male,36967,D46,S,"['walker', 'mr', 'william', 'anderson']",['D46'],1,D,0,1,106,3,2
517,1,2,34.0,0,0,10.5,female,C.A. 34260,F33,S,"['lemore', 'mrs', 'amelia', 'milley']",['F33'],1,F,0,0,142,5,2
518,0,3,28.0,0,0,24.15,male,371110,Missing,Q,"['ryan', 'mr', 'patrick']",[],0,M,0,1,146,7,1
519,1,2,36.0,1,0,26.0,female,226875,Missing,S,"['angle', 'mrs', 'william', 'a', 'florence', 'mary', 'agnes', 'hughes']",[],0,M,1,0,146,7,2
520,0,3,32.0,0,0,7.8958,male,349242,Missing,S,"['pavlovic', 'mr', 'stefo']",[],0,M,0,1,146,7,2
521,1,1,30.0,0,0,93.5,female,12749,B73,S,"['perreault', 'miss', 'anne']",['B73'],1,B,0,0,39,1,2
522,0,3,22.0,0,0,7.8958,male,349252,Missing,S,"['vovk', 'mr', 'janko']",[],0,M,0,1,146,7,2
523,0,3,28.0,0,0,7.225,male,2624,Missing,C,"['lahoud', 'mr', 'sarkis']",[],0,M,0,1,146,7,0
524,1,1,44.0,0,1,57.9792,female,111361,B18,C,"['hippach', 'mrs', 'louis', 'albert', 'ida', 'sophia', 'fischer']",['B18'],1,B,1,0,17,1,0
525,0,3,28.0,0,0,7.2292,male,2700,Missing,C,"['kassem', 'mr', 'fared']",[],0,M,0,1,146,7,0
526,0,3,40.5,0,0,7.75,male,367232,Missing,Q,"['farrell', 'mr', 'james']",[],0,M,0,1,146,7,1
527,1,2,50.0,0,0,10.5,female,W./C. 14258,Missing,S,"['ridsdale', 'miss', 'lucy']",[],0,M,0,0,146,7,2
528,0,1,28.0,0,0,221.7792,male,PC 17483,C95,S,"['farthing', 'mr', 'john']",['C95'],1,C,0,1,88,2,2
529,0,3,39.0,0,0,7.925,male,3101296,Missing,S,"['salonen', 'mr', 'johan', 'werner']",[],0,M,0,1,146,7,2
530,0,2,23.0,2,1,11.5,male,29104,Missing,S,"['hocking', 'mr', 'richard', 'george']",[],0,M,3,1,146,7,2
531,1,2,2.0,1,1,26.0,female,26360,Missing,S,"['quick', 'miss', 'phyllis', 'may']",[],0,M,2,0,146,7,2
532,0,3,28.0,0,0,7.2292,male,2641,Missing,C,"['toufik', 'mr', 'nakli']",[],0,M,0,1,146,7,0
533,0,3,17.0,1,1,7.2292,male,2690,Missing,C,"['elias', 'mr', 'joseph', 'jr']",[],0,M,2,1,146,7,0
534,1,3,28.0,0,2,22.3583,female,2668,Missing,C,"['peter', 'mrs', 'catherine', 'catherine', 'rizk']",[],0,M,2,0,146,7,0
535,0,3,30.0,0,0,8.6625,female,315084,Missing,S,"['cacic', 'miss', 'marija']",[],0,M,0,0,146,7,2
536,1,2,7.0,0,2,26.25,female,F.C.C. 13529,Missing,S,"['hart', 'miss', 'eva', 'miriam']",[],0,M,2,0,146,7,2
537,0,1,45.0,0,0,26.55,male,113050,B38,S,"['butt', 'major', 'archibald', 'willingham']",['B38'],1,B,0,1,26,1,2
538,1,1,30.0,0,0,106.425,female,PC 17761,Missing,C,"['leroy', 'miss', 'bertha']",[],0,M,0,0,146,7,0
539,0,3,28.0,0,0,14.5,male,364498,Missing,S,"['risien', 'mr', 'samuel', 'beard']",[],0,M,0,1,146,7,2
540,1,1,22.0,0,2,49.5,female,13568,B39,C,"['frolicher', 'miss', 'hedwig', 'margaritha']",['B39'],1,B,2,0,27,1,0
541,1,1,36.0,0,2,71.0,female,WE/P 5735,B22,S,"['crosby', 'miss', 'harriet', 'r']",['B22'],1,B,2,0,20,1,2
542,0,3,9.0,4,2,31.275,female,347082,Missing,S,"['andersson', 'miss', 'ingeborg', 'constanzia']",[],0,M,6,0,146,7,2
543,0,3,11.0,4,2,31.275,female,347082,Missing,S,"['andersson', 'miss', 'sigrid', 'elisabeth']",[],0,M,6,0,146,7,2
544,1,2,32.0,1,0,26.0,male,2908,Missing,S,"['beane', 'mr', 'edward']",[],0,M,1,1,146,7,2
545,0,1,50.0,1,0,106.425,male,PC 17761,C86,C,"['douglas', 'mr', 'walter', 'donald']",['C86'],1,C,1,1,82,2,0
546,0,1,64.0,0,0,26.0,male,693,Missing,S,"['nicholson', 'mr', 'arthur', 'ernest']",[],0,M,0,1,146,7,2
547,1,2,19.0,1,0,26.0,female,2908,Missing,S,"['beane', 'mrs', 'edward', 'ethel', 'clarke']",[],0,M,1,0,146,7,2
548,1,2,28.0,0,0,13.8625,male,SC/PARIS 2146,Missing,C,"['padro', 'y', 'manent', 'mr', 'julian']",[],0,M,0,1,146,7,0
549,0,3,33.0,1,1,20.525,male,363291,Missing,S,"['goldsmith', 'mr', 'frank', 'john']",[],0,M,2,1,146,7,2
550,1,2,8.0,1,1,36.75,male,C.A. 33112,Missing,S,"['davies', 'master', 'john', 'morgan', 'jr']",[],0,M,2,1,146,7,2
551,1,1,17.0,0,2,110.8833,male,17421,C70,C,"['thayer', 'mr', 'john', 'borland', 'jr']",['C70'],1,C,2,1,77,2,0
552,0,2,27.0,0,0,26.0,male,244358,Missing,S,"['sharp', 'mr', 'percival', 'james', 'r']",[],0,M,0,1,146,7,2
553,0,3,28.0,0,0,7.8292,male,330979,Missing,Q,"['obrien', 'mr', 'timothy']",[],0,M,0,1,146,7,1
554,1,3,22.0,0,0,7.225,male,2620,Missing,C,"['leeni', 'mr', 'fahim', 'philip', 'zenni']",[],0,M,0,1,146,7,0
555,1,3,22.0,0,0,7.775,female,347085,Missing,S,"['ohman', 'miss', 'velin']",[],0,M,0,0,146,7,2
556,0,1,62.0,0,0,26.55,male,113807,Missing,S,"['wright', 'mr', 'george']",[],0,M,0,1,146,7,2
557,1,1,48.0,1,0,39.6,female,11755,A16,C,"['duff', 'gordon', 'lady', 'lucille', 'christiana', 'sutherland', 'mrs', 'morgan']",['A16'],1,A,1,0,2,0,0
558,0,1,28.0,0,0,227.525,male,PC 17757,Missing,C,"['robbins', 'mr', 'victor']",[],0,M,0,1,146,7,0
559,1,1,39.0,1,1,79.65,female,110413,E67,S,"['taussig', 'mrs', 'emil', 'tillie', 'mandelbaum']",['E67'],1,E,2,0,134,4,2
560,1,3,36.0,1,0,17.4,female,345572,Missing,S,"['de', 'messemaeker', 'mrs', 'guillaume', 'joseph', 'emma']",[],0,M,1,0,146,7,2
561,0,3,28.0,0,0,7.75,male,372622,Missing,Q,"['morrow', 'mr', 'thomas', 'rowan']",[],0,M,0,1,146,7,1
562,0,3,40.0,0,0,7.8958,male,349251,Missing,S,"['sivic', 'mr', 'husein']",[],0,M,0,1,146,7,2
563,0,2,28.0,0,0,13.5,male,218629,Missing,S,"['norman', 'mr', 'robert', 'douglas']",[],0,M,0,1,146,7,2
564,0,3,28.0,0,0,8.05,male,SOTON/OQ 392082,Missing,S,"['simmons', 'mr', 'john']",[],0,M,0,1,146,7,2
565,0,3,28.0,0,0,8.05,female,SOTON/O.Q. 392087,Missing,S,"['meanwell', 'miss', 'marion', 'ogden']",[],0,M,0,0,146,7,2
566,0,3,24.0,2,0,24.15,male,A/4 48871,Missing,S,"['davies', 'mr', 'alfred', 'j']",[],0,M,2,1,146,7,2
567,0,3,19.0,0,0,7.8958,male,349205,Missing,S,"['stoytcheff', 'mr', 'ilia']",[],0,M,0,1,146,7,2
568,0,3,29.0,0,4,21.075,female,349909,Missing,S,"['palsson', 'mrs', 'nils', 'alma', 'cornelia', 'berglund']",[],0,M,4,0,146,7,2
569,0,3,28.0,0,0,7.2292,male,2686,Missing,C,"['doharr', 'mr', 'tannous']",[],0,M,0,1,146,7,0
570,1,3,32.0,0,0,7.8542,male,350417,Missing,S,"['jonsson', 'mr', 'carl']",[],0,M,0,1,146,7,2
571,1,2,62.0,0,0,10.5,male,S.W./PP 752,Missing,S,"['harris', 'mr', 'george']",[],0,M,0,1,146,7,2
572,1,1,53.0,2,0,51.4792,female,11769,C101,S,"['appleton', 'mrs', 'edward', 'dale', 'charlotte', 'lamson']",['C101'],1,C,2,0,48,2,2
573,1,1,36.0,0,0,26.3875,male,PC 17474,E25,S,"['flynn', 'mr', 'john', 'irwin', 'irving']",['E25'],1,E,0,1,121,4,2
574,1,3,28.0,0,0,7.75,female,14312,Missing,Q,"['kelly', 'miss', 'mary']",[],0,M,0,0,146,7,1
575,0,3,16.0,0,0,8.05,male,A/4. 20589,Missing,S,"['rush', 'mr', 'alfred', 'george', 'john']",[],0,M,0,1,146,7,2
576,0,3,19.0,0,0,14.5,male,358585,Missing,S,"['patchett', 'mr', 'george']",[],0,M,0,1,146,7,2
577,1,2,34.0,0,0,13.0,female,243880,Missing,S,"['garside', 'miss', 'ethel']",[],0,M,0,0,146,7,2
578,1,1,39.0,1,0,55.9,female,13507,E44,S,"['silvey', 'mrs', 'william', 'baird', 'alice', 'munger']",['E44'],1,E,1,0,128,4,2
579,0,3,28.0,1,0,14.4583,female,2689,Missing,C,"['caram', 'mrs', 'joseph', 'maria', 'elias']",[],0,M,1,0,146,7,0
580,1,3,32.0,0,0,7.925,male,STON/O 2. 3101286,Missing,S,"['jussila', 'mr', 'eiriik']",[],0,M,0,1,146,7,2
581,1,2,25.0,1,1,30.0,female,237789,Missing,S,"['christy', 'miss', 'julie', 'rachel']",[],0,M,2,0,146,7,2
